IndiGo,Jet Airways,Multiple carriers,SpiceJet,others,Chennai,Delhi,Delhi,Kolkata,Kolkata,Mumbai,Cochin,Delhi,Delhi,Hyderabad,Kolkata,Kolkata,New Delhi,Route 1,Route 2,Route 3,Route 4,Route 5,Total_Stops,journey_day,journey_month,dep_time_hour,dep_time_min,arrival_time_hour,arrival_time_min,Duration_hours,Duration_mins,Price
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,6,17,30,4,25,10,55,10262
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,9,16,30,8,15,15,45,13941
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,27,4,16,45,7,10,14,25,6451
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,19,5,4,2,27,6,9,45,9,25,23,40,10975
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,3,6,12,0,7,40,19,40,14746
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,6,6,20,45,7,10,10,25,11410
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,5,1,6,55,9,30,2,35,3841
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,7,4,5,4,2,6,3,6,50,7,40,24,50,13381
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,5,9,11,30,1,30,14,0,15078
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,9,9,25,18,30,9,5,8891
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,9,14,5,10,5,20,0,7757
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,9,5,45,8,45,3,0,4441
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,3,19,45,18,10,22,25,10031
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,12,13,0,15,50,2,50,4823
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,5,9,25,18,30,9,5,8576
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,12,20,35,16,10,19,35,11087
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,18,5,10,0,12,35,26,35,12373
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,9,3,4,2,21,5,9,25,5,35,20,10,11432
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,15,6,16,55,18,25,1,30,3175
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,5,12,9,35,12,20,2,45,4804
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,27,6,9,40,12,35,26,55,13014
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,3,6,7,10,22,20,15,10,7563
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,27,6,9,0,11,25,2,25,3873
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,21,5,11,55,0,55,13,0,6282
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,1,8,30,19,0,10,30,11200
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,24,4,19,30,22,15,2,45,5613
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,6,9,14,20,17,35,3,15,5601
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,6,14,0,12,35,22,35,10262
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,10,4,0,3,1,20,0,22,55,2,55,14306
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,4,1,20,0,20,45,24,45,7064
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,6,7,5,19,0,11,55,18371
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,7,4,5,4,2,18,5,20,15,19,15,23,0,13591
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,6,1,9,40,12,35,26,55,10368
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,21,4,5,4,2,6,12,17,50,1,30,7,40,18275
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,27,5,22,10,1,0,2,50,3749
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,20,7,3,4,2,6,6,15,10,23,30,8,20,6810
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,5,11,40,21,0,9,20,7485
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,27,5,14,15,16,45,2,30,5510
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,3,18,15,4,25,10,10,10262
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,24,6,7,10,16,10,9,0,6723
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,3,8,0,15,30,7,30,8307
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,21,4,5,55,13,35,7,40,6146
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,27,5,13,25,12,35,23,10,15129
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,1,6,30,12,0,5,30,14388
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,6,6,0,8,45,2,45,4544
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,12,11,10,14,5,2,55,5198
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,18,5,9,15,1,30,16,15,7503
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,7,10,4,1,3,1,15,45,20,15,4,30,12314
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,5,13,0,19,15,6,15,8372
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,21,5,16,30,23,35,7,5,14781
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,24,6,19,50,22,50,3,0,8016
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,3,12,7,55,10,15,2,20,6297
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,1,8,25,9,20,24,55,14388
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,6,10,4,1,6,1,7,25,13,35,6,10,6393
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,6,9,21,10,10,5,12,55,14939
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,21,5,8,25,19,50,11,25,14781
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,6,7,30,21,0,13,30,14871
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,6,9,30,12,20,2,50,4319
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,15,5,17,0,9,45,16,45,13067
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,15,3,7,0,13,15,6,15,9134
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,3,21,15,0,15,3,0,3943
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,24,6,7,0,19,15,12,15,8879
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,5,18,55,12,0,17,5,14571
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,15,6,9,35,12,10,2,35,5644
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,6,9,6,30,4,40,22,10,9663
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,6,9,14,5,23,35,9,30,14571
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,6,9,21,10,0,5,2,55,3971
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,6,9,0,18,50,9,50,17024
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,15,5,17,10,19,40,2,30,3841
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,5,19,45,19,0,23,15,12898
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,29,4,5,4,2,6,6,14,35,4,25,13,50,13376
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,16,4,5,4,2,15,6,21,25,12,35,15,10,9905
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,6,8,0,21,0,13,0,13587
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,24,6,6,0,21,0,15,0,7740
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,5,6,0,12,35,6,35,9794
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,6,22,50,21,20,22,30,17471
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,19,4,5,4,2,3,9,13,45,4,25,14,40,15129
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,5,1,9,35,14,25,28,50,11467
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,28,3,10,4,1,6,12,14,35,14,35,24,0,6528
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,6,7,30,19,15,11,45,8266
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,3,6,6,40,22,20,15,40,6442
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,12,22,50,12,35,13,45,10262
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,3,1,7,10,8,35,1,25,17501
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,24,5,6,10,8,55,2,45,8273
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,27,4,5,4,2,21,3,18,30,19,15,24,45,10703
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,6,10,0,1,30,15,30,8510
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,15,3,20,5,21,35,1,30,2754
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,18,5,21,20,22,50,1,30,2227
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,21,4,5,4,2,27,6,17,50,1,30,7,40,18275
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,32,6,10,4,1,21,4,8,45,13,15,4,30,6356
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,15,5,14,5,20,45,6,40,14781
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,27,5,9,40,12,35,26,55,13029
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,5,1,11,40,14,30,2,50,4340
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,6,3,4,2,6,12,17,30,13,45,20,15,12224
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,5,16,30,18,15,25,45,10844
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,15,4,9,35,12,20,2,45,4174
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,25,6,4,2,3,1,17,0,22,55,29,55,14887
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,4,9,9,0,19,15,10,15,12853
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,5,11,10,13,55,2,45,3383
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,10,4,0,3,1,11,40,14,35,2,55,11111
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,1,17,45,20,45,3,0,7229
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,5,6,17,45,20,45,3,0,4030
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,3,15,0,1,35,10,35,14871
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,5,19,45,4,25,8,40,12898
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,18,5,11,30,19,15,7,45,14533
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,6,6,17,40,8,15,14,35,7258
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,32,6,10,4,1,4,1,8,45,13,15,4,30,4812
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,5,9,9,35,21,5,11,30,12384
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,6,6,12,0,7,40,19,40,8603
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,6,6,12,0,19,15,7,15,8603
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,3,13,55,23,25,9,30,14231
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,5,9,23,5,4,25,29,20,15129
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,6,10,4,1,6,1,20,45,7,10,10,25,11410
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,6,4,2,3,12,8,50,9,25,24,35,12725
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,16,4,5,4,2,6,9,9,35,12,35,27,0,13292
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,24,4,6,55,9,30,2,35,3873
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,15,6,7,55,10,15,2,20,3850
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,26,3,10,4,1,6,9,11,35,18,50,7,15,8479
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,24,5,9,35,23,35,14,0,14151
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,24,4,6,10,8,55,2,45,5228
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,6,9,7,10,9,5,25,55,9397
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,18,6,7,5,8,30,1,25,4995
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,6,1,19,45,19,15,23,30,10651
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,4,3,4,55,7,45,2,50,4282
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,23,4,3,4,2,21,5,8,20,21,50,13,30,10697
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,21,5,9,35,14,25,28,50,9314
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,27,6,5,15,7,40,2,25,3540
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,4,5,4,2,6,12,16,40,19,15,26,35,9443
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,6,7,30,15,30,8,0,15147
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,27,6,8,20,11,20,3,0,8016
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,24,5,21,20,22,50,1,30,2437
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,5,10,35,1,30,14,55,6104
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,6,6,22,45,0,15,1,30,1965
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,12,13,0,21,0,8,0,7408
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,18,6,6,25,7,55,1,30,4049
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,6,1,19,50,22,50,3,0,8016
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,5,9,7,0,19,0,12,0,10197
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,1,21,10,8,15,11,5,10844
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,6,9,17,0,19,10,26,10,12692
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,6,8,25,16,20,7,55,14781
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,5,23,30,7,45,8,15,7335
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,27,5,8,20,11,20,3,0,7229
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,10,4,0,24,3,21,10,0,5,2,55,4353
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,18,5,20,0,8,15,12,15,13941
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,7,10,4,1,3,12,9,45,14,25,4,40,12295
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,5,22,50,12,35,13,45,12898
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,5,9,7,10,22,40,15,30,7927
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,4,23,55,2,45,2,50,4483
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,6,11,40,18,25,6,45,19225
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,6,10,4,1,24,4,7,25,13,35,6,10,4692
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,18,3,21,25,9,30,12,5,13555
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,4,9,15,0,1,30,10,30,6270
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,6,18,55,16,20,21,25,13584
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,28,4,5,4,2,21,3,16,10,18,50,26,40,13180
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,5,12,20,25,18,0,21,35,14151
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,8,21,10,4,0,5,12,6,0,9,10,3,10,6216
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,3,7,30,18,50,11,20,15135
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,6,11,30,21,0,9,30,15136
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,6,2,15,19,0,16,45,10262
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,18,5,9,35,22,5,12,30,12384
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,4,1,9,35,19,10,9,35,9314
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,5,6,17,0,18,0,25,0,9314
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,1,9,0,19,15,10,15,10454
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,18,5,23,0,7,40,8,40,8372
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,9,19,45,4,25,8,40,11848
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,1,8,30,21,0,12,30,6416
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,4,1,9,10,10,40,1,30,3342
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,22,3,4,2,6,6,6,30,7,25,24,55,10118
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,11,7,3,4,2,6,12,16,45,12,30,19,45,14960
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,15,6,5,5,16,10,11,5,6818
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,6,12,14,15,16,45,2,30,5510
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,21,5,6,30,9,20,26,50,14388
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,6,3,14,55,22,30,7,35,7038
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,5,9,8,45,19,15,10,30,8266
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,4,5,4,2,27,6,18,20,19,0,24,40,14300
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,5,9,9,25,7,55,22,30,8366
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,6,22,50,10,25,11,35,17261
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,6,6,7,10,9,5,25,55,8452
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,11,3,10,4,1,4,1,15,10,20,30,5,20,8567
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,15,6,7,5,22,30,15,25,9646
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,12,4,5,4,2,4,9,22,0,19,15,21,15,8341
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,5,9,17,30,19,0,25,30,12373
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,7,21,10,4,0,21,6,17,45,20,5,2,20,3543
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,3,10,4,1,6,9,17,0,23,35,6,35,13994
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,10,4,0,24,3,4,0,6,50,2,50,4777
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,15,6,10,4,1,6,1,14,55,22,30,7,35,7038
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,4,3,16,55,18,25,1,30,3175
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,9,10,0,21,0,11,0,7408
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,6,21,15,0,15,3,0,3943
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,3,6,8,0,4,25,20,25,15974
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,21,10,4,0,27,5,6,55,9,30,2,35,3873
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,21,10,4,0,15,4,10,10,13,0,2,50,4423
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,23,4,5,4,2,27,5,9,40,4,25,18,45,15129
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,21,3,8,25,21,0,12,35,8285
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,6,6,6,20,7,40,1,20,3100
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,21,10,4,0,18,3,13,10,14,30,1,20,2385
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,11,3,10,4,1,6,6,10,20,17,35,7,15,11316
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,15,6,2,15,19,0,16,45,10262
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,20,1,3,4,2,24,5,5,50,13,15,7,25,7662
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,10,4,1,24,3,16,55,19,40,26,45,14231
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,6,9,9,15,21,0,11,45,6838
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,29,4,5,4,2,15,6,6,45,4,25,21,40,13376
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,24,6,15,0,19,0,28,0,10262
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,27,3,7,30,15,30,8,0,8574
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,4,1,3,9,21,25,7,40,10,15,7832
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,6,6,10,4,1,24,6,3,50,19,0,15,10,12192
